 The system contains         2916  particles.
 Step; Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
         366 ;   185.35517912948498      ;  -24141.398701443246      ;  -23956.043522313761      ;   5.0643845030790811      ;   1.1742035657915087E-031 ;   6.0239652733426408E-002 ;  0.49356154969209187     
         367 ;   185.90883276808651      ;  -24141.951843785955      ;  -23956.043011017868      ;   5.0795117572544175      ;   8.7416893517005438E-032 ;   6.0418682486912997E-002 ;  0.49204882427455821     
         368 ;   186.45024787724697      ;  -24142.492107170870      ;  -23956.041859293622      ;   5.0943046230456117      ;   5.7066843146833863E-031 ;   6.0592933330744857E-002 ;  0.49056953769543887     
         369 ;   186.97941152718656      ;  -24143.019863008019      ;  -23956.040451480832      ;   5.1087627471775230      ;   1.1957479669142958E-032 ;   6.0763215323500826E-002 ;  0.48912372528224768     
         370 ;   187.49631479008602      ;  -24143.536382443053      ;  -23956.040067652968      ;   5.1228858857189632      ;   2.5752461044770910E-031 ;   6.0929696613655139E-002 ;  0.48771141142810370     
         371 ;   188.00095307024642      ;  -24144.041916507587      ;  -23956.040963437339      ;   5.1366739131035093      ;   1.9928350400384596E-031 ;   6.1092075262716782E-002 ;  0.48633260868964912     
         372 ;   188.49332577575481      ;  -24144.531856675843      ;  -23956.038530900089      ;   5.1501268131585647      ;   5.7531029579975028E-031 ;   6.1249727478257500E-002 ;  0.48498731868414358     
         373 ;   188.97343627202216      ;  -24145.014526372637      ;  -23956.041090100614      ;   5.1632446778358894      ;   4.1147636088428104E-032 ;   6.1404200543564054E-002 ;  0.48367553221641102     
         374 ;   189.44129265516136      ;  -24145.484685711068      ;  -23956.043393055905      ;   5.1760277283422989      ;   2.0984727267934715E-031 ;   6.1554704480601595E-002 ;  0.48239722716577016     
         375 ;   189.89690676694309      ;  -24145.935818620328      ;  -23956.038911853386      ;   5.1884762882256981      ;   4.4676261230221936E-031 ;   6.1701240750399726E-002 ;  0.48115237117743015     
         376 ;   190.34029412871831      ;  -24146.377156439379      ;  -23956.036862310662      ;   5.2005907815696730      ;   2.0693988873622969E-031 ;   6.1843816123742609E-002 ;  0.47994092184303272     
         377 ;   190.77147425349921      ;  -24146.810126777695      ;  -23956.038652524196      ;   5.2123717415203554      ;   1.7467605239737260E-030 ;   6.1984142039517735E-002 ;  0.47876282584796448     
         378 ;   191.19047060957934      ;  -24147.228481200833      ;  -23956.038010591252      ;   5.2238198092924275      ;   2.1902652699041409E-030 ;   6.2119560687699769E-002 ;  0.47761801907075729     
         379 ;   191.59731101186742      ;  -24147.636343453116      ;  -23956.039032441247      ;   5.2349357448613763      ;   8.9473002059485514E-032 ;   6.2250471535488468E-002 ;  0.47650642551386235     
         380 ;   191.99202673156171      ;  -24148.027472762096      ;  -23956.035446030535      ;   5.2457204026374873      ;   4.8614214183352827E-032 ;   6.2377399248291825E-002 ;  0.47542795973625129     
         381 ;   192.37465247032691      ;  -24148.408687863004      ;  -23956.034035392677      ;   5.2561747307602964      ;   5.5679653466905500E-031 ;   6.2499732787799966E-002 ;  0.47438252692397032     
         382 ;   192.74522696733587      ;  -24148.779899580324      ;  -23956.034672612986      ;   5.2662997876845363      ;   1.2655493052086543E-032 ;   6.2616136029849376E-002 ;  0.47337002123154637     
         383 ;   193.10379293415679      ;  -24149.138206421052      ;  -23956.034413486894      ;   5.2760967404010870      ;   1.3126191717481370E-031 ;   6.2731450690751075E-002 ;  0.47239032595989128     
         384 ;   193.45039630361393      ;  -24149.480838606662      ;  -23956.030442303047      ;   5.2855668439139087      ;   3.7709065178631794E-032 ;   6.2842022372034761E-002 ;  0.47144331560860908     
         385 ;   193.78508640206479      ;  -24149.818341191582      ;  -23956.033254789516      ;   5.2947114459470912      ;   6.2688639919668027E-032 ;   6.2949414122540792E-002 ;  0.47052885540529088     
         386 ;   194.10791677010545      ;  -24150.139759878570      ;  -23956.031843108463      ;   5.3035320093686638      ;   3.7540166538361416E-032 ;   6.3053349456755045E-002 ;  0.46964679906313367     
         387 ;   194.41894455274769      ;  -24150.452575888052      ;  -23956.033631335304      ;   5.3120300955286401      ;   1.4424619622257176E-031 ;   6.3153460546665777E-002 ;  0.46879699044713596     
         388 ;   194.71823012065104      ;  -24150.749937332588      ;  -23956.031707211936      ;   5.3202073539101082      ;   1.6450291652265222E-031 ;   6.3248096995081174E-002 ;  0.46797926460898920     
         389 ;   195.00583694360279      ;  -24151.040867580377      ;  -23956.035030636776      ;   5.3280655186723616      ;   2.2942553363057731E-031 ;   6.3340614634989620E-002 ;  0.46719344813276387     
         390 ;   195.28183219576403      ;  -24151.318394189373      ;  -23956.036561993609      ;   5.3356064251878053      ;   1.4319270973599528E-031 ;   6.3429369319428747E-002 ;  0.46643935748121945     
         391 ;   195.54628661620632      ;  -24151.580155847107      ;  -23956.033869230901      ;   5.3428320062314469      ;   6.7459101849582606E-032 ;   6.3512398804543999E-002 ;  0.46571679937685528     
         392 ;   195.79927365644721      ;  -24151.834546015241      ;  -23956.035272358793      ;   5.3497442686893564      ;   8.5637340192619853E-032 ;   6.3593726203578074E-002 ;  0.46502557313106441     
         393 ;   196.04086998604035      ;  -24152.072809295529      ;  -23956.031939309487      ;   5.3563453073727025      ;   6.7669857763592878E-032 ;   6.3671361974835070E-002 ;  0.46436546926272970     
         394 ;   196.27115533903040      ;  -24152.300017153735      ;  -23956.028861814706      ;   5.3626373008225006      ;   4.8532443893854439E-031 ;   6.3745330245029375E-002 ;  0.46373626991774997     
         395 ;   196.49021296480331      ;  -24152.518685143834      ;  -23956.028472179030      ;   5.3686225236280132      ;   9.4082028657899099E-032 ;   6.3816294383196775E-002 ;  0.46313774763719873     
         396 ;   196.69812956348395      ;  -24152.724420032926      ;  -23956.026290469443      ;   5.3743033446616435      ;   4.1577533406179948E-031 ;   6.3883461496124103E-002 ;  0.46256966553383561     
         397 ;   196.89499432476225      ;  -24152.921790845659      ;  -23956.026796520899      ;   5.3796822008171752      ;   1.0440287241206700E-031 ;   6.3946721617079413E-002 ;  0.46203177991828248     
         398 ;   197.08089928104377      ;  -24153.107177865171      ;  -23956.026278584126      ;   5.3847616066587562      ;   3.2654432813798727E-031 ;   6.4005075371553866E-002 ;  0.46152383933412433     
         399 ;   197.25593956853450      ;  -24153.283491629107      ;  -23956.027552060572      ;   5.3895441615544222      ;   3.1607159284096600E-031 ;   6.4062427491266671E-002 ;  0.46104558384455774     
         400 ;   197.42021330168328      ;  -24153.447886890383      ;  -23956.027673588698      ;   5.3940325462455254      ;   1.3231812809932590E-031 ;   6.4115274752078788E-002 ;  0.46059674537544748     
         401 ;   197.57382093730351      ;  -24153.601359943739      ;  -23956.027539006434      ;   5.3982295054729033      ;   1.1179628696460849E-031 ;   6.4164649466909529E-002 ;  0.46017704945270965     
         402 ;   197.71686627584330      ;  -24153.749518288088      ;  -23956.032652012243      ;   5.4021378753341649      ;   2.1422771480701647E-032 ;   6.4209148907934971E-002 ;  0.45978621246658347     
         403 ;   197.84945604620938      ;  -24153.880053383360      ;  -23956.030597337151      ;   5.4057605719400135      ;   1.9043825298709745E-032 ;   6.4251076543668170E-002 ;  0.45942394280599863     
         404 ;   197.97169914050875      ;  -24154.001777464993      ;  -23956.030078324486      ;   5.4091005705053936      ;   1.0324379744373580E-031 ;   6.4290379635560210E-002 ;  0.45908994294946059     
         405 ;   198.08370690590371      ;  -24154.114674099896      ;  -23956.030967193990      ;   5.4121609133237323      ;   1.6545901673683503E-031 ;   6.4326363004865619E-002 ;  0.45878390866762675     
         406 ;   198.18559312670246      ;  -24154.215785011966      ;  -23956.030191885264      ;   5.4149447092776066      ;   2.2067671533294492E-031 ;   6.4359063655982901E-002 ;  0.45850552907223929     
         407 ;   198.27747425771946      ;  -24154.309578631834      ;  -23956.032104374113      ;   5.4174551402147584      ;   1.6928276950757253E-031 ;   6.4388518217426777E-002 ;  0.45825448597852414     
         408 ;   198.35946928546016      ;  -24154.390798171768      ;  -23956.031328886307      ;   5.4196954571552931      ;   6.6707190002810434E-032 ;   6.4414766687236086E-002 ;  0.45803045428447065     
         409 ;   198.43169965369998      ;  -24154.462764899781      ;  -23956.031065246083      ;   5.4216689782583094      ;   1.8248305107633527E-031 ;   6.4439186655832967E-002 ;  0.45783310217416906     
         410 ;   198.49428876368120      ;  -24154.527010092792      ;  -23956.032721329109      ;   5.4233790751659816      ;   4.4674313669891518E-032 ;   6.4459878328277459E-002 ;  0.45766209248340184     
         411 ;   198.54736226660131      ;  -24154.580459591394      ;  -23956.033097324795      ;   5.4248291809950997      ;   3.6137543330320754E-032 ;   6.4476878867636325E-002 ;  0.45751708190049001     
         412 ;   198.59104852537527      ;  -24154.622985783095      ;  -23956.031937257721      ;   5.4260228029536073      ;   2.1910181270483181E-031 ;   6.4490833047760612E-002 ;  0.45739771970463927     
         413 ;   198.62547779403647      ;  -24154.657406916343      ;  -23956.031929122306      ;   5.4269634999197187      ;   4.1209567516230838E-032 ;   6.4501783730372311E-002 ;  0.45730365000802808     
         414 ;   198.65078181298242      ;  -24154.681678727116      ;  -23956.030896914133      ;   5.4276548713829671      ;   4.6411089190749823E-031 ;   6.4509775213203516E-002 ;  0.45723451286170325     
         415 ;   198.66709508738828      ;  -24154.697471526124      ;  -23956.030376438735      ;   5.4281005923737888      ;   1.0980657256182860E-030 ;   6.4515763123271092E-002 ;  0.45718994076262109     
         416 ;   198.67455399269335      ;  -24154.705177937944      ;  -23956.030623945251      ;   5.4283043890230891      ;   1.1026533860185855E-031 ;   6.4519746734635189E-002 ;  0.45716956109769114     
         417 ;   198.67329631090504      ;  -24154.704935383241      ;  -23956.031639072335      ;   5.4282700258928633      ;   6.8641602856224838E-031 ;   6.4519241883680259E-002 ;  0.45717299741071371     
         418 ;   198.66346217252018      ;  -24154.695604376648      ;  -23956.032142204127      ;   5.4280013317119336      ;   3.1491399980175439E-031 ;   6.4515952252691119E-002 ;  0.45719986682880664     
         419 ;   198.64519341819701      ;  -24154.675790586673      ;  -23956.030597168476      ;   5.4275021819351679      ;   4.7692565725248223E-033 ;   6.4511068990860329E-002 ;  0.45724978180648324     
         420 ;   198.61863346591792      ;  -24154.647301736837      ;  -23956.028668270919      ;   5.4267764951140247      ;   4.1646537639981285E-031 ;   6.4502393587485538E-002 ;  0.45732235048859748     
         421 ;   198.58392727658114      ;  -24154.612842538816      ;  -23956.028915262235      ;   5.4258282319564293      ;   5.0122805643284704E-032 ;   6.4491071251349147E-002 ;  0.45741717680435712     
         422 ;   198.54122155713455      ;  -24154.571919436014      ;  -23956.030697878879      ;   5.4246614008769098      ;   3.3099943637684076E-032 ;   6.4477151684330145E-002 ;  0.45753385991230899     
         423 ;   198.49066464601759      ;  -24154.521993288650      ;  -23956.031328642632      ;   5.4232800548665807      ;   1.4464672162261462E-031 ;   6.4460682074598818E-002 ;  0.45767199451334195     
         424 ;   198.43240651344456      ;  -24154.460782140479      ;  -23956.028375627033      ;   5.4216882915008799      ;   1.8117575430049141E-031 ;   6.4445495630958791E-002 ;  0.45783117084991198     
         425 ;   198.36659836466760      ;  -24154.395732313802      ;  -23956.029133949134      ;   5.4198902420996848      ;   2.2489663853096438E-031 ;   6.4422031877498440E-002 ;  0.45801097579003147     
         426 ;   198.29339265989944      ;  -24154.322004926158      ;  -23956.028612266258      ;   5.4178900722716490      ;   2.9567727191338595E-031 ;   6.4398255459662768E-002 ;  0.45821099277283506     
         427 ;   198.21294294103345      ;  -24154.241801789318      ;  -23956.028858848284      ;   5.4156919771797529      ;   1.8971846886828559E-031 ;   6.4372124614261977E-002 ;  0.45843080228202471     
         428 ;   198.12540409384638      ;  -24154.154893263796      ;  -23956.029489169949      ;   5.4133001887053558      ;   3.2945208359536871E-031 ;   6.4343688005368702E-002 ;  0.45866998112946444     
         429 ;   198.03093273084536      ;  -24154.063996082852      ;  -23956.033063352006      ;   5.4107189859085745      ;   6.1624821208617103E-032 ;   6.4312997990211687E-002 ;  0.45892810140914253     
         430 ;   197.92968635398350      ;  -24153.966579857999      ;  -23956.036893504017      ;   5.4079526721514934      ;   3.4396839665311470E-031 ;   6.4276910470420737E-002 ;  0.45920473278485063     
         431 ;   197.82182337606491      ;  -24153.858451070653      ;  -23956.036627694590      ;   5.4050055756830142      ;   1.3607401759784606E-031 ;   6.4241892246157742E-002 ;  0.45949944243169860     
         432 ;   197.70750320069823      ;  -24153.744248954899      ;  -23956.036745754202      ;   5.4018820518233879      ;   1.2634042644072540E-031 ;   6.4203047567115035E-002 ;  0.45981179481766121     
