 The system contains         2916  particles.
 Time;Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
   1.2799999676644802E-002    724.38142143519588        -24285.294927466268      ;  -23560.913506031073         19.791980252529324         1.0581043263188212E-031 ;  0.23441017473022663         1.0400987373533788E-002
   1.3199999666539952E-002    729.92920579947520        -24283.228324691056      ;  -23553.299118891580         19.943560118238139         8.9448746305984956E-032 ;  0.23621012354292237         2.8219940880930272E-003
   1.3599999656435102E-002    727.80303638723490        -24281.101109051095      ;  -23553.298072663860         19.885467652341902         2.7117939018319611E-031 ;  0.23552889700266647         5.7266173829049194E-003
   1.3999999646330252E-002    725.61677214392842        -24278.914821829963      ;  -23553.298049686036         19.825733239710775         1.4130883520628872E-031 ;  0.23482822910999437         8.7133380144612804E-003
   1.4399999636225402E-002    723.37081465686185        -24276.668584654533      ;  -23553.297769997673         19.764367852752105         3.3360065541502581E-031 ;  0.23410824931287305         1.1781607362394753E-002
   1.4799999626120552E-002    729.67574797376358        -24274.349033124065      ;  -23544.673285150300         19.936634992699449         6.3879371205637936E-031 ;  0.23615299193943950         3.1682503650275473E-003
   1.5199999616015702E-002    727.29699065215254        -24271.970634595797      ;  -23544.673643943643         19.871641169636447         6.8213004187222365E-031 ;  0.23538974409147367         6.4179415181776500E-003
   1.5599999605910853E-002    724.85905909707685        -24269.532293121982      ;  -23544.673234024904         19.805030552954044         3.2320644584959764E-031 ;  0.23460769245582216         9.7484723522978101E-003
   1.5999999595806003E-002    722.36240584716938        -24267.035613199645      ;  -23544.673207352476         19.736815507182051         1.8435878531572476E-031 ;  0.23380664296156176         1.3159224640897471E-002
   1.6399999585701153E-002    729.42276933655376        -24264.463336017670      ;  -23535.040566681117         19.929722959834155         7.0580233634916109E-031 ;  0.23609562317296040         3.5138520082922398E-003
   1.6799999575596303E-002    726.79201640329086        -24261.831658889554      ;  -23535.039642486263         19.857843962715119         4.4519363326264835E-031 ;  0.23525123337291379         7.1078018642440899E-003
   1.7199999565491453E-002    724.10312438841572        -24259.142225907595      ;  -23535.039101519178         19.784376455011579         6.1295824688196008E-032 ;  0.23438803379056353         1.0781177249421070E-002
   1.7599999555386603E-002    729.23324437607971        -24256.380165447947      ;  -23527.146921071868         19.924544646083881         4.9163681302993211E-031 ;  0.23605291954575111         3.7727676958059231E-003
   1.7999999545281753E-002    726.41378163601951        -24253.560160158475      ;  -23527.146378522455         19.847509607328391         4.9832288093563198E-031 ;  0.23514751243938470         7.6245196335804621E-003
   1.8399999535176903E-002    723.53703513342464        -24250.684022292782      ;  -23527.146987159358         19.768909427525212         3.5327737177414260E-031 ;  0.23422357183085743         1.1554528623739402E-002
   1.8799999525072053E-002    729.04409864043737        -24247.732941705322      ;  -23518.688843064883         19.919376693740116         4.3762412094898814E-031 ;  0.23601033133328997         4.0311653129941893E-003
   1.9199999514967203E-002    726.03637470909473        -24244.724800813579      ;  -23518.688426104483         19.837197870688236         5.7253115445261680E-031 ;  0.23504405395152930         8.1401064655881594E-003
   1.9599999504862353E-002    722.97229266097963        -24241.660557003728      ;  -23518.688264342749         19.753479197632995         1.0294452206443181E-030 ;  0.23405954171875837         1.2326040118350257E-002
   1.9999999494757503E-002    728.85540058285858        -24238.520007930289      ;  -23509.664607347429         19.914220973122806         8.8315802825393699E-031 ;  0.23596788497805840         4.2889513438597593E-003
   2.0399999484652653E-002    725.65993527544595        -24235.324379182719      ;  -23509.664443907273         19.826912568475088         3.9841229295643242E-031 ;  0.23494090646377960         8.6543715762456008E-003
   2.0799999474547803E-002    722.40911062768419        -24232.074542244438      ;  -23509.665431616755         19.738091602987787         2.9121223185987584E-031 ;  0.23389601537966534         1.3095419850610690E-002
   2.1199999464442953E-002    728.66722898592093        -24228.747482997223      ;  -23500.080254011304         19.909079636776411         7.1848652681417068E-031 ;  0.23592560977126784         4.5460181611793882E-003
   2.1599999454338104E-002    725.28462381902375        -24225.365095834935      ;  -23500.080472015910         19.816658085526949         7.8430102170384807E-031 ;  0.23483812538181659         9.1670957236524853E-003
   2.1999999444233254E-002    721.84773418009149        -24221.927527398613      ;  -23500.079793218523         19.722753341629598         3.3461196677676989E-031 ;  0.23373307614066172         1.3862332918520126E-002
   2.2399999434128404E-002    728.47967382527827        -24218.412014426045      ;  -23489.932340600768         19.903955143069293         1.8350376752806842E-030 ;  0.23588353749610586         4.8022428465352984E-003
   2.2799999424023554E-002    724.91062335182858        -24214.842283372440      ;  -23489.931660020611         19.806439422206598         1.5582522174130028E-030 ;  0.23473577334419621         9.6780288896700650E-003
   2.3199999413918704E-002    721.28844245478899        -24211.219293049002      ;  -23489.930850594214         19.707472040294373         8.4434142539125828E-031 ;  0.23357081695965398         1.4626397985281314E-002
   2.3599999403813854E-002    728.29283712558879        -24207.517196698955      ;  -23479.224359573367         19.898850279579868         4.0531288145401744E-031 ;  0.23584170508685770         5.0574860210066408E-003
   2.3999999393709004E-002    724.53814120142692        -24203.763225460760      ;  -23479.225084259331         19.796262243241181         3.7669498909519673E-031 ;  0.23463392020766594         1.0186887837940972E-002
   2.4399999383604154E-002    728.16856036600916        -24199.937490507386      ;  -23471.768930141377         19.895454716001534         2.5548979792842670E-031 ;  0.23581392841292367         5.2272641999232539E-003
   2.4799999373499304E-002    724.29042921321820        -24196.058674247142      ;  -23471.768245033923         19.789494108893908         5.8689875035049829E-032 ;  0.23456623677768285         1.0525294555304598E-002
   2.5199999363394454E-002    728.04468362752857        -24192.107908732614      ;  -23464.063225105085         19.892070082037705         8.4118385135897908E-031 ;  0.23578628684775499         5.3964958981147504E-003
   2.5599999353289604E-002    724.04355604978696        -24188.106606161273      ;  -23464.063050111487         19.782748893416365         3.2955963697478613E-031 ;  0.23449883102938970         1.0862555329181789E-002
   2.5999999343184754E-002    727.92124727368912        -24184.033810348723      ;  -23456.112563075032         19.888697480525099         2.8629199601841248E-031 ;  0.23575879480262923         5.5651259737450331E-003
   2.6399999333079904E-002    723.79760356447957        -24179.909733743589      ;  -23456.112130179110         19.776028833254387         1.0955894220594543E-030 ;  0.23443172958603498         1.1198558337280673E-002
   2.6799999322975054E-002    727.79829474603707        -24175.712319528855      ;  -23447.914024782818         19.885338098399497         5.5938199324657544E-031 ;  0.23573146615391691         5.7330950800251745E-003
   2.7199999312870204E-002    723.55265968743515        -24171.465865648101      ;  -23447.913205960664         19.769336330887555         3.2601740532947148E-031 ;  0.23436496181693400         1.1533183455622265E-002
   2.7599999302765355E-002    727.67587264753320        -24167.146923342298      ;  -23439.471050694763         19.881993208974723         7.2502676298745606E-032 ;  0.23570431640766526         5.9003395512637891E-003
   2.7999999292660505E-002    723.30881879934236        -24162.778792696950      ;  -23439.469973897609         19.762673965041220         2.8941469724511443E-031 ;  0.23429855858844276         1.1866301747939012E-002
   2.8399999282555655E-002    727.55403098433680        -24158.337878731749      ;  -23430.783847747411         19.878664178548817         2.4358549020632944E-031 ;  0.23567736205399759         6.0667910725591412E-003
   2.8799999272450805E-002    723.06618202281652        -24153.850102924971      ;  -23430.783920902155         19.756044498647640         2.8518452025340956E-031 ;  0.23423255177083671         1.2197775067617989E-002
   2.9199999262345955E-002    727.43282319376988        -24149.287723135702      ;  -23421.854899941933         19.875352467168092         7.7612599067516240E-031 ;  0.23565062050571509         6.2323766415953719E-003
   2.9599999252241105E-002    722.82485742156575        -24144.679444483652      ;  -23421.854587062087         19.749450884287761         1.5613717483846523E-030 ;  0.23416697774474982         1.2527455785611985E-002
   2.9999999242136255E-002    727.31230639963167        -24139.997953791804      ;  -23412.685647392173         19.872059635602980         1.5849510487133835E-030 ;  0.23562411121916213         6.3970182198509473E-003
   3.0399999232031405E-002    722.58496041366948        -24135.270036848433      ;  -23412.685076434762         19.742896275483027         7.1340566471671449E-031 ;  0.23410187444306907         1.2855186225848692E-002
   3.0799999221926555E-002    727.19254148939581        -24130.466859200409      ;  -23403.274317711013         19.868787347457271         2.3460944140104813E-032 ;  0.23559785375015380         6.5606326271364646E-003
   3.1199999211821705E-002    722.34661396075990        -24125.620870580249      ;  -23403.274256619490         19.736384031864329         1.4867439444490546E-031 ;  0.23403728082239680         1.3180798406783545E-002
   3.1599999201716855E-002    727.07359327368840        -24120.699126559906      ;  -23393.625533286217         19.865537373525459         1.5734821226851613E-031 ;  0.23557186839161812         6.7231313237270385E-003
   3.1999999191612005E-002    722.10994887498555        -24115.736314887319      ;  -23393.626366012333         19.729917727559023         1.9469984027143953E-030 ;  0.23397323880741111         1.3504113622048841E-002
   3.2399999181507155E-002    726.95553065169167        -24110.695738081995      ;  -23383.740207430303         19.862311596311997         1.1519269678455571E-030 ;  0.23554191236061806         6.8844201844001640E-003
   3.2799999171402305E-002    721.87510418480838        -24105.615118191843      ;  -23383.740014007035         19.723501161185482         9.1543439494333041E-031 ;  0.23390547111862892         1.3824941940725921E-002
   3.3199999161297455E-002    726.83842676137726        -24100.458459262238      ;  -23373.620032500861         19.859112014136070         1.5400348751297152E-030 ;  0.23551642540657425         7.0443992931965571E-003
   3.3599999151192605E-002    721.64222731417863        -24095.262064181745      ;  -23373.619836867565         19.717138360748603         1.0781836650696040E-030 ;  0.23384255518937017         1.4143081962569859E-002
   3.3999999141087756E-002    726.72235905215553        -24089.988439323319      ;  -23363.266080271162         19.855940743116552         2.6296208908714389E-031 ;  0.23549128033456845         7.2029628441724336E-003
   3.4399999130982906E-002    721.41147442763156        -24084.677484810803      ;  -23363.266010383173         19.710833593068745         8.5762796431624086E-032 ;  0.23378033380865101         1.4458320346562692E-002
   3.4799999120878056E-002    726.60740955029587        -24079.289420169895      ;  -23352.682010619599         19.852800024423995         5.4057181326847242E-031 ;  0.23546650451213882         7.3599987788002252E-003
   3.5199999110773206E-002    721.18301070013081        -24073.864821160671      ;  -23352.681810460541         19.704591371154560         4.8935422939213986E-031 ;  0.23371885872652540         1.4770431442271970E-002
   3.5599999100668356E-002    726.49366485350470        -24068.363265517513      ;  -23341.869600664009         19.849692224132454         1.3763979335887445E-031 ;  0.23544212406958034         7.5153887933773200E-003
   3.5999999090563506E-002    720.95701048879266        -24062.826024710772      ;  -23341.869014221978         19.698416458894922         3.3019791499202067E-031 ;  0.23365818613026815         1.5079177055253856E-002
   3.6399999080458656E-002    726.38121634381150        -24057.212658218617      ;  -23330.831441874805         19.846619839036130         2.7313490917473991E-030 ;  0.23541816828473319         7.6690080481934819E-003
   3.6799999070353806E-002    720.73365775246771        -24051.563358898522      ;  -23330.829701146053         19.692313882523028         3.4078772929418746E-030 ;  0.23359837422423138         1.5384305873848647E-002
   3.7199999060248956E-002    726.27016033826055        -24045.839830031378      ;  -23319.569669693119         19.843585500766608         7.0592386279283983E-031 ;  0.23539466712421431         7.8207249616696339E-003
   3.7599999050144106E-002    720.51314615659646        -24040.082352737736      ;  -23319.569206581138         19.686288933481276         2.2054513323652154E-031 ;  0.23353948582279541         1.5685553325936241E-002
   3.7999999040039256E-002    726.16059804356598        -24034.247595253804      ;  -23308.086997210237         19.840591974553966         6.0605660163269096E-031 ;  0.23537165210263838         7.9704012723016415E-003
   3.8399999029934406E-002    720.29567920583520        -24028.381570964873      ;  -23308.085891759038         19.680347172044989         1.3933704223880879E-030 ;  0.23348158313490097         1.5982641397750519E-002
   3.8799999019829556E-002    726.05263582025452        -24022.438464902461      ;  -23296.385829082206         19.837642166443807         1.4999533405010933E-032 ;  0.23534915581067062         8.1178916778096299E-003
   3.9199999009724706E-002    720.08147066224660        -24016.467343866178      ;  -23296.385873203930         19.674494438748454         7.1574742644881995E-031 ;  0.23342473521420323         1.6275278062577336E-002
   3.9599998999619856E-002    725.94638523038975        -24010.417984804601      ;  -23284.471599574212         19.834739124601214         1.5636807508145486E-030 ;  0.23532721355900132         8.2630437699393600E-003
   3.9999998989515007E-002    719.87074454863500        -24004.341105901061      ;  -23284.470361352425         19.668736854476023         4.5163162871049098E-031 ;  0.23336901270802568         1.6563157276198837E-002
   4.0399998979410157E-002    725.84196302408998        -23998.188218186893      ;  -23272.346255162804         19.831886038942397         2.0395307504347684E-031 ;  0.23530586107407972         8.4056980528801617E-003
   4.0799998969305307E-002    719.66373526602104        -23992.009773766993      ;  -23272.346038500971         19.663080823671883         4.0989812701160108E-031 ;  0.23331449014078015         1.6845958816405826E-002
   4.1199998959200457E-002    725.73949127417427        -23985.754027911858      ;  -23260.014536637686         19.829086244813560         3.0383222466007254E-031 ;  0.23528513590728334         8.5456877593219627E-003
   4.1599998949095607E-002    719.46068778361359        -23979.472317459535      ;  -23260.011629675922         19.657533039530524         1.0891516907995327E-031 ;  0.23326124438468165         1.7123348023473817E-002
   4.1999998938990757E-002    725.63909744309603        -23973.117199315868      ;  -23247.478101872774         19.826343224819702         2.6620208975078794E-031 ;  0.23526099218195226         8.6828387590148770E-003
   4.2399998928885907E-002    719.26185770640654        -23966.739226157493      ;  -23247.477368451087         19.652100485843690         2.9216330837562264E-030 ;  0.23320522982331718         1.7394975707815563E-002
   4.2799998918781057E-002    725.54091418892983        -23960.285154374662      ;  -23234.744240185733         19.823660603523674         7.4589190229058268E-030 ;  0.23524156139003405         8.8169698238163008E-003
   4.3199998908676207E-002    719.06751091166063        -23953.812423227151      ;  -23234.744912315491         19.646790427068119         6.2736203652502408E-031 ;  0.23315470264404958         1.7660478646594036E-002
   4.3599998898571357E-002    725.44507961194211        -23947.263538440144      ;  -23221.818458828202         19.821042154183143         2.6630565141583595E-031 ;  0.23521988240493086         8.9478922908428071E-003
   4.3999998888466507E-002    718.87792415793012        -23940.694748821927      ;  -23221.816824663998         19.641610424965716         5.8794113021175672E-030 ;  0.23310136865863801         1.7919478751714180E-002
   4.4399998878361657E-002    725.35173707663193        -23934.051495139036      ;  -23208.699758062405         19.818491793888260         2.4202596248963367E-030 ;  0.23520063848754225         9.0754103055870061E-003
   4.4799998868256807E-002    718.69338447055884        -23927.391761983828      ;  -23208.698377513268         19.636568321813726         3.1757184586964002E-031 ;  0.23305394860754428         1.8171583909313727E-002
   4.5199998858151957E-002    725.26103520715583        -23920.658060050097      ;  -23195.397024842940         19.816013583436668         2.8346497391293939E-030 ;  0.23518355119959350         9.1993208281666572E-003
   4.5599998848047107E-002    718.51418937172537        -23913.911111282734      ;  -23195.396921911008         19.631672246690162         3.3500922615363888E-030 ;  0.23300824205299656         1.8416387665491918E-002
   4.5999998837942258E-002    725.17312756939941        -23907.089115425330      ;  -23181.915987855929         19.813611718646882         1.4574045548778716E-030 ;  0.23516485697750589         9.3194140676559067E-003
   4.6399998827837408E-002    718.34064583974953        -23900.254992525239      ;  -23181.914346685488         19.626930587039347         9.1639656735176089E-032 ;  0.23296181936541807         1.8653470648032688E-002
   4.6799998817732558E-002    725.08817269648864        -23893.347271523926      ;  -23168.259098827439         19.811290531055302         4.6997657375964118E-031 ;  0.23514953089256801         9.4354734472348323E-003
   4.7199998807627708E-002    718.17307103814744        -23886.431422435744      ;  -23168.258351397595         19.622352008591601         6.5520744340272155E-031 ;  0.23291976862710678         1.8882399570419928E-002
   4.7599998797522858E-002    725.00633417933705        -23879.443140651943      ;  -23154.436806472608         19.809054490390217         2.0908265339357290E-030 ;  0.23513518810693518         9.5472754804891702E-003
   4.7999998787418008E-002    718.01179163495351        -23872.447720459910      ;  -23154.435928824958         19.617945436765353         2.8576071410919951E-031 ;  0.23287972861364320         1.9102728161732307E-002
   4.8399998777313158E-002    724.92777957038322        -23865.380497848560      ;  -23140.452718278179         19.806908174619061         5.6711741557464933E-031 ;  0.23512188147842192         9.6545912690469970E-003
   4.8799998767208308E-002    717.85714224126889        -23858.308212806380      ;  -23140.451070565112         19.613720014004222         4.8481336740529107E-031 ;  0.23284180320316852         1.9313999299788831E-002
   4.9199998757103458E-002    724.85268116467910        -23851.164353683471      ;  -23126.311672518790         19.804856291289770         1.0943213200384587E-030 ;  0.23510966071652314         9.7571854355115173E-003
   4.9599998746998608E-002    717.70946658633386        -23844.021025166247      ;  -23126.311558579913         19.609685131883058         4.3117001003796203E-031 ;  0.23280609948398745         1.9515743405847052E-002
   4.9999998736893758E-002    724.78121474579075        -23836.806721591194      ;  -23112.025506845403         19.802903643265534         2.3632824801533940E-031 ;  0.23509857926845662         9.8548178367232619E-003
   5.0399998726788908E-002    717.56911524365069        -23829.596426133758      ;  -23112.027310890106         19.605850368979699         5.4588516073644444E-031 ;  0.23277272620959022         1.9707481551015094E-002
   5.0799998716684058E-002    724.71355979040584        -23822.314209558139      ;  -23097.600649767734         19.801055134315220         5.8725223378885081E-031 ;  0.23508868944758382         9.9472432842390157E-003
   5.1199998706579208E-002    717.43644598047115        -23815.035569964639      ;  -23097.599123984168         19.602225500423899         1.5283664872211074E-030 ;  0.23274179393906144         1.9888724978805117E-002
   5.1599998696474358E-002    724.64989890097820        -23807.692378561318      ;  -23083.042479660340         19.799315753611733         1.1469689531313850E-030 ;  0.23508004679746136         1.0034212319413371E-002
   5.1999998686369509E-002    724.61939446953522        -23800.316761881375      ;  -23075.697367411838         19.798482293383639         7.5581865774852124E-031 ;  0.23507615059436068         1.0075885330818046E-002
   5.2399998676264659E-002    724.58995465136013        -23792.911960432655      ;  -23068.322005781294         19.797677921152772         3.3257296440217721E-032 ;  0.23507258650257579         1.0116103942361399E-002
   5.2799998666159809E-002    724.56160284245277        -23785.480342363669      ;  -23060.918739521218         19.796903276158556         7.0318159217243658E-031 ;  0.23506935977763085         1.0154836192072247E-002
   5.3199998656054959E-002    724.53436267469783        -23778.018411329744      ;  -23053.484048655046         19.796159004085411         1.0950169268345590E-030 ;  0.23506647825720858         1.0192049795729519E-002
   5.3599998645950109E-002    724.50825767000106        -23770.531398589083      ;  -23046.023140919082         19.795445747612835         8.4481511433368440E-031 ;  0.23506394878180173         1.0227712619358287E-002
   5.3999998635845259E-002    724.48331160291593        -23763.021742822260      ;  -23038.538431219346         19.794764156323332         4.8913468922975497E-031 ;  0.23506177878781018         1.0261792183833385E-002
   5.4399998625740409E-002    724.45954827362436        -23755.487811127550      ;  -23031.028262853924         19.794114880499638         4.4499417138226258E-031 ;  0.23505997385784494         1.0294255975018096E-002
   5.4799998615635559E-002    724.43699100681977        -23747.930937477609      ;  -23023.493946470790         19.793498557432898         2.1730600439301693E-030 ;  0.23505854249503969         1.0325072128355095E-002
   5.5199998605530709E-002    724.41566318651826        -23740.352095370079      ;  -23015.936432183560         19.792915826035120         2.8242428485437558E-031 ;  0.23505749092274072         1.0354208698243994E-002
   5.5599998595425859E-002    724.39558896081178        -23732.752922456046      ;  -23008.357333495234         19.792367346094842         2.7445397304570439E-030 ;  0.23505597730203523         1.0381632695257936E-002
   5.5999998585321009E-002    724.37679145658149        -23725.134439416863      ;  -23000.757647960279         19.791853749498472         2.3605531547411220E-030 ;  0.23505570825461181         1.0407312525076429E-002
   5.6399998575216159E-002    724.35929369035784        -23717.498330029353      ;  -22993.139036338995         19.791375665117354         7.2451785779515519E-030 ;  0.23505583948062719         1.0431216744132277E-002
   5.6799998565111309E-002    724.34311937797156        -23709.847069827363      ;  -22985.503950449391         19.790933740929521         1.0581204417820046E-030 ;  0.23505637733722881         1.0453312953523919E-002
   5.7199998555006459E-002    724.32829140493072        -23702.181621241827      ;  -22977.853329836897         19.790528602226448         1.1879463490002561E-030 ;  0.23505732908963151         1.0473569888677536E-002
   5.7599998544901609E-002    724.31483247394465        -23694.501177465194      ;  -22970.186344991249         19.790160869305073         1.3921860679380622E-030 ;  0.23505870096667955         1.0491956534746327E-002
   5.7999998534796759E-002    724.30276513195145        -23686.806618102648      ;  -22962.503852970698         19.789831158206248         6.2501895385331350E-031 ;  0.23506049829674769         1.0508442089687597E-002
   5.8399998524691910E-002    724.29211167064375        -23679.103708800987      ;  -22954.811597130345         19.789540077996865         5.6734937256932308E-031 ;  0.23505783183071122         1.0522996100156723E-002
   5.8799998514587060E-002    724.28289400045833        -23671.390429640014      ;  -22947.107535639556         19.789288227326921         8.9722160990168081E-031 ;  0.23506047140914405         1.0535588633654003E-002
   5.9199998504482210E-002    724.27513351693665        -23663.672461731785      ;  -22939.397328214847         19.789076190778125         1.9842679211114593E-031 ;  0.23506355777990148         1.0546190461093730E-002
   5.9599998494377360E-002    724.26885141712557        -23655.945395638442      ;  -22931.676544221318         19.788904547508814         2.0229822832486953E-030 ;  0.23506709374468629         1.0554772624559283E-002
   5.9999998484272510E-002    724.26406884769438        -23648.213290987365      ;  -22923.949222139672         19.788773875300862         8.1331836619928237E-032 ;  0.23506792950969324         1.0561306234956880E-002
   6.0399998474167660E-002    724.26080596057488        -23640.480739223825      ;  -22916.219933263252         19.788684724757342         1.3359827956628284E-030 ;  0.23506558277380421         1.0565763762132918E-002
   6.0799998464062810E-002    724.25908235447184        -23632.742880311620      ;  -22908.483797957149         19.788637631365731         1.7976823618562621E-030 ;  0.23506867366532991         1.0568118431713458E-002
   6.1199998453957960E-002    724.25891726181214        -23625.005368172431      ;  -22900.746450910618         19.788633120605841         4.1315478802601572E-031 ;  0.23507400865421418         1.0568343969707961E-002
   6.1599998443853110E-002    724.26032931915222        -23617.270420210229      ;  -22893.010090891075         19.788671701676758         1.1001752331443065E-030 ;  0.23507982247651898         1.0566414916162059E-002
   6.1999998433748260E-002    724.26333631621981        -23609.539759361895      ;  -22885.276423045674         19.788753860640007         6.6206436328813298E-030 ;  0.23508611984908928         1.0562306967999646E-002
   6.2399998423643410E-002    724.26795548588734        -23601.811286223852      ;  -22877.543330737964         19.788880068342380         2.8666364402751111E-030 ;  0.23508938665706208         1.0555996582880978E-002
   6.2799998413538560E-002    724.27420354767662        -23594.090213435720      ;  -22869.816009888043         19.789050781604608         9.8003178459464142E-031 ;  0.23509468855636012         1.0547460919769547E-002
   6.3199998403433710E-002    724.28209640292528        -23586.378697784548      ;  -22862.096601381621         19.789266434892497         6.3773446529273932E-031 ;  0.23510243020330859         1.0536678255375187E-002
   6.3599998393328860E-002    724.29164890571701        -23578.675199326120      ;  -22854.383550420403         19.789527434058162         2.6732667271566231E-031 ;  0.23511067215416781         1.0523628297091969E-002
   6.3999998383224010E-002    724.30287499414453        -23570.982927384117      ;  -22846.680052389973         19.789834159926460         5.3305751623030977E-031 ;  0.23511941930456839         1.0508292003676978E-002
   6.4399998373119161E-002    724.31578826084694        -23563.303313414079      ;  -22838.987525153232         19.790186983883572         2.0800846695779563E-030 ;  0.23512867393293882         1.0490650805821344E-002
