 The system contains         2916  particles.
 Time; Kinetic energy; Potential energy; Total energy; Calculated temperature; Mean momentum squared; Pressure; 
          19    1032.4196156989995        -23258.071165489779      ;  -22225.651549790779         28.208383099823234         28.000000000000000         1.0364253297061363E-030   0.33441744041927940     
          19    880.87880703406688        -23430.086417780785      ;  -22549.207610746718         24.067894948420541         24.000000000000000         2.2706773486607746E-030   0.28538308592930445     
          18    812.82530120814477        -23513.650891691581      ;  -22700.825590483437         22.208496565793002         22.000000000000000         8.5482889329281389E-032   0.26338379775402565     
          20    958.61213316312376        -23343.357896431586      ;  -22384.745763268464         26.191771141519943         26.000000000000000         1.8983880894308142E-030   0.31052800537898878     
          20    1032.6899804334118        -23258.340503904321      ;  -22225.650523470908         28.215770165982207         28.000000000000000         1.4725354557266200E-030   0.33451093149166894     
          20    880.96790372157659        -23430.176536250721      ;  -22549.208632529146         24.070329301135253         24.000000000000000         1.9045831981407339E-030   0.28541264533834798     
          19    812.81650607026847        -23513.642222754559      ;  -22700.825716684292         22.208256259802244         22.000000000000000         4.6303089168628361E-031   0.26337846390303693     
          21    958.79587401936453        -23343.541635215744      ;  -22384.745761196380         26.196791418532420         26.000000000000000         1.1825662280352410E-030   0.31059405428439296     
          21    1032.9587980815602        -23258.607399645018      ;  -22225.648601563458         28.223114961729646         28.000000000000000         4.2398687255882392E-030   0.33459881918057421     
          21    881.05564277303552        -23430.262353049078      ;  -22549.206710276041         24.072726559709899         24.000000000000000         8.6295637049571223E-031   0.28544172801305651     
          22    958.97810181867271        -23343.722836825185      ;  -22384.744735006512         26.201770354903022         26.000000000000000         2.7272314588100578E-030   0.31065360872233411     
          20    812.80585246468695        -23513.632847178771      ;  -22700.826994714083         22.207965175650926         22.000000000000000         4.0829767658593609E-031   0.26337569758590679     
          22    1033.2260973741338        -23258.876104708106      ;  -22225.650007333974         28.230418272062554         28.000000000000000         4.6989474155109882E-031   0.33468617213402074     
          22    881.14206144374998        -23430.348129245594      ;  -22549.206067801846         24.075087742056130         24.000000000000000         5.1116951807652780E-031   0.28547430417128628     
          23    959.15884872671666        -23343.903325373525      ;  -22384.744476646807         26.206708829481265         26.000000000000000         5.0928343014739528E-030   0.31071264544504923     
          21    812.79338006850651        -23513.617684574529      ;  -22700.824304506023         22.207624397420563         22.000000000000000         4.9451097946991493E-031   0.26337230699196834     
          23    1033.4919096791375        -23259.140251021196      ;  -22225.648341342057         28.237680954036211         28.000000000000000         4.1672500707921568E-031   0.33477325384816209     
          23    881.22719838484784        -23430.432111765582      ;  -22549.204913380734         24.077413904223064         24.000000000000000         1.1898030121740956E-030   0.28550800769937135     
          24    959.33814886721837        -23344.082367286879      ;  -22384.744218419663         26.211607774615800         26.000000000000000         2.3876052713389141E-030   0.31076478127438129     
          22    812.77913029411309        -23513.604967927564      ;  -22700.825837633452         22.207235056605004         22.000000000000000         2.7823915850790619E-030   0.26336830391899430     
          24    1033.7562674286228        -23259.402814538702      ;  -22225.646547110078         28.244903893778442         28.000000000000000         4.5438970437327048E-030   0.33485960027220230     
          24    881.31109332968879        -23430.517283726222      ;  -22549.206190396533         24.079706131829187         24.000000000000000         9.6321363907429763E-031   0.28553703149654192     
          25    959.51603703201442        -23344.258972800606      ;  -22384.742935768591         26.216468140909882         26.000000000000000         2.7338866167289956E-031   0.31083390589961019     
          23    812.76314657434716        -23513.588470061826      ;  -22700.825323487479         22.206798339902164         22.000000000000000         3.3820498194520664E-030   0.26336176329905858     
          25    1034.0192036828478        -23259.665748281550      ;  -22225.646544598701         28.252087994581281         28.000000000000000         5.7276060166204073E-031   0.33495209449909819     
          25    881.39378860106069        -23430.598056110972      ;  -22549.204267509911         24.081965581242908         24.000000000000000         2.5510801748696888E-031   0.28556439107787990     
          26    959.69254978627680        -23344.436122958770      ;  -22384.743573172495         26.221290927418895         26.000000000000000         6.9357109607477588E-031   0.31089578253039996     
          24    812.74547358577513        -23513.570410340231      ;  -22700.824936754456         22.206315467991772         22.000000000000000         4.4660888795566383E-031   0.26335662677176069     
          26    1034.2807524803823        -23259.928190519026      ;  -22225.647438038643         28.259234186466795         28.000000000000000         3.1836949525024239E-031   0.33503744923599554     
          26    881.47532726455108        -23430.677928117151      ;  -22549.202600852601         24.084193429127826         24.000000000000000         6.5939297263577053E-031   0.28559409496184623     
          27    959.86772568503102        -23344.610656130495      ;  -22384.742930445464         26.226077187566201         26.000000000000000         2.5798279403593188E-030   0.31095318731503413     
          25    812.72615710478601        -23513.550579022751      ;  -22700.824421917965         22.205787691603568         22.000000000000000         4.8388884177560883E-031   0.26335094637030765     
          27    1034.5409499844745        -23260.186977217370      ;  -22225.646027232895         28.266343457508764         28.000000000000000         8.1385308255146902E-031   0.33512643933729186     
          27    881.55575334740558        -23430.756559612568      ;  -22549.200806265162         24.086390878422549         24.000000000000000         7.2893894028095316E-031   0.28562060647190463     
          28    960.04160479382051        -23344.782996168105      ;  -22384.741391374286         26.230828016046413         26.000000000000000         4.7296037818685597E-031   0.31101013178164910     
          26    812.70524493363200        -23513.527872049042      ;  -22700.822627115409         22.205216316819140         22.000000000000000         1.4631884540567073E-031   0.26335304791103953     
          28    1034.7998335127083        -23260.447009715510      ;  -22225.647176202801         28.273416827320428         28.000000000000000         1.8414769916681320E-031   0.33520690541948611     
          28    881.63511290771260        -23430.833484597319      ;  -22549.198371689607         24.088559187553578         24.000000000000000         1.4234948174710899E-030   0.28564926518728945     
          29    960.21422816342147        -23344.957024945707      ;  -22384.742796782284         26.235544534473259         26.000000000000000         7.7750980700557398E-031   0.31106662890388104     
          27    812.68278724340962        -23513.507586945063      ;  -22700.824799701652         22.204602714443034         22.000000000000000         9.0584841878709120E-031   0.26335054021229420     
          29    1035.0574418835288        -23260.703975423403      ;  -22225.646533539875         28.280455356522438         28.000000000000000         2.9986940584446097E-031   0.33530088597473839     
          29    881.71345320670855        -23430.915277510761      ;  -22549.201824304051         24.090699647820539         24.000000000000000         1.2224372048907935E-030   0.28567505625779122     
          30    960.38563807601190        -23345.126000054137      ;  -22384.740361978125         26.240227898105584         26.000000000000000         1.0825668729145718E-030   0.31113451492468408     
          28    812.65883572844928        -23513.481583993896      ;  -22700.822748265447         22.203948296898510         22.000000000000000         2.4444286256883208E-031   0.26334047687673556     
          30    1035.3138154242395        -23260.960858575927      ;  -22225.647043151686         28.287460146961379         28.000000000000000         1.1875431982327479E-030   0.33538457012681722     
          30    881.79082199777145        -23430.990851167531      ;  -22549.200029169759         24.092813563969639         24.000000000000000         9.8086986272503951E-031   0.28570049539313658     
          31    960.55587812434896        -23345.295212858309      ;  -22384.739334733960         26.244879298010623         26.000000000000000         5.0316815345450001E-031   0.31119035797528077     
          29    812.63344253697755        -23513.456571185048      ;  -22700.823128648070         22.203254489010451         22.000000000000000         9.6070755245530484E-031   0.26333281664569358     
          31    1035.5689954792836        -23261.214499410526      ;  -22225.645503931242         28.294432328274734         28.000000000000000         1.0509515044036224E-030   0.33546875091591710     
          31    881.86726884935729        -23431.068574724719      ;  -22549.201305875362         24.094902290339729         24.000000000000000         3.1229530308141798E-031   0.28573648541645591     
          32    960.72499310148817        -23345.467524571694      ;  -22384.742531470205         26.249499958050897         26.000000000000000         1.0030288722785103E-030   0.31124224264259726     
          30    812.60666191206712        -23513.428762934273      ;  -22700.822101022204         22.202522772840357         22.000000000000000         6.3333995283631042E-031   0.26332467152494965     
          32    1035.8230251437274        -23261.469038616284      ;  -22225.646013472557         28.301373077931547         28.000000000000000         1.4647899282105663E-032   0.33555005044235314     
          32    881.94284549726797        -23431.144660052563      ;  -22549.201814555294         24.096967240487178         24.000000000000000         1.4331204176875488E-030   0.28575212750373979     
          33    960.89302923196749        -23345.634917561478      ;  -22384.741888329510         26.254091141200750         26.000000000000000         1.0790367939136249E-030   0.31129730018545065     
          31    812.57855068511196        -23513.398728377291      ;  -22700.820177692178         22.201754701169406         22.000000000000000         1.0563987291005820E-030   0.26331363229675231     
          33    1036.0759473443422        -23261.720165348830      ;  -22225.644218004487         28.308283568802612         28.000000000000000         1.4920969861521630E-030   0.33563639089493297     
          33    882.01760489735659        -23431.219544448872      ;  -22549.201939551516         24.099009861303312         24.000000000000000         5.2261152583235758E-031   0.28577704915144281     
          34    961.06003377934178        -23345.802303255390      ;  -22384.742269476050         26.258654138823143         26.000000000000000         1.2149625360407869E-030   0.31135198385951968     
          32    812.54916632260165        -23513.368316498039      ;  -22700.819150175437         22.200951844131207         22.000000000000000         6.2457799531754252E-031   0.26330457475891478     
          34    1036.3278065502093        -23261.971253674827      ;  -22225.643447124618         28.315165015898621         28.000000000000000         1.3273573902757484E-031   0.33571888630760488     
          34    882.09159986593454        -23431.292895980499      ;  -22549.201296114567         24.101031595866822         24.000000000000000         2.5668753101989144E-031   0.28580021505290615     
          35    961.22605493603828        -23345.966529417103      ;  -22384.740474481063         26.263190267660253         26.000000000000000         1.4945203819518701E-030   0.31141085169386229     
          33    812.51856721497711        -23513.339377575154      ;  -22700.820810360176         22.200115797104147         22.000000000000000         1.5818638807620612E-030   0.26329961577373129     
          35    1036.5786484037781        -23262.222348642270      ;  -22225.643700238492         28.322018666289740         28.000000000000000         1.3603722942984114E-031   0.33579224068066510     
          35    882.16488401877655        -23431.365280953149      ;  -22549.200396934371         24.103033909099814         24.000000000000000         1.1901801940945526E-030   0.28582841416108090     
          36    961.39114252255524        -23346.131998100820      ;  -22384.740855578264         26.267700888937384         26.000000000000000         1.6464246718724399E-030   0.31146482668162523     
          34    812.48681335196022        -23513.307748010564      ;  -22700.820934658605         22.199248199163097         22.000000000000000         1.8503448555197469E-030   0.26328979777831851     
          36    1036.8285194945786        -23262.472601175763      ;  -22225.644081681185         28.328845792922841         28.000000000000000         1.4267627188559575E-031   0.33587383084403460     
          36    882.23751298621642        -23431.438418571266      ;  -22549.200905585050         24.105018320967368         24.000000000000000         8.9345673388590888E-031   0.28585263006763495     
          37    961.55534794450273        -23346.297096033428      ;  -22384.741748088923         26.272187407189197         26.000000000000000         1.4548091727415670E-030   0.31151847408587546     
          35    812.45396535671591        -23513.276304140702      ;  -22700.822338783986         22.198350706690249         22.000000000000000         1.2836389786790989E-030   0.26327958912081978     
          37    1037.0774676158014        -23262.721290040019      ;  -22225.643822424219         28.335647701631910         28.000000000000000         1.0145931040992478E-030   0.33595127760495647     
          37    882.30954364049478        -23431.510445775431      ;  -22549.200902134937         24.106986385366685         24.000000000000000         1.1729440787735007E-030   0.28587661373836409     
          38    961.71872218820965        -23346.461490382113      ;  -22384.742768193904         26.276651215494514         26.000000000000000         3.2025837283870363E-031   0.31157646106210524     
          36    812.42008512001223        -23513.243828014813      ;  -22700.823742894801         22.197425010701991         22.000000000000000         3.9373624931273606E-031   0.26326900796563241     
          38    1037.3255408945456        -23262.969104131811      ;  -22225.643563237267         28.342425707374183         28.000000000000000         3.9041957801205696E-030   0.33603228158364579     
          38    882.38103352999406        -23431.582187528278      ;  -22549.201153998285         24.108939674668914         24.000000000000000         1.4326932753544611E-030   0.28589844260843950     
          39    961.88131709900472        -23346.622289944087      ;  -22384.740972845084         26.281093730402251         26.000000000000000         2.5994096811608216E-031   0.31162953244957436     
          37    812.38523658444251        -23513.208591541228      ;  -22700.823354956785         22.196472858275914         22.000000000000000         8.6325801118249678E-031   0.26326753494584371     
          39    1037.5727881749499        -23263.216219761198      ;  -22225.643431586250         28.349181144698292         28.000000000000000         3.3794644104097810E-030   0.33611297563788956     
          39    882.45204039677242        -23431.653574676267      ;  -22549.201534279495         24.110879766536936         24.000000000000000         7.0469765106907411E-031   0.28592205577457341     
          40    962.04318621674531        -23346.784539698740      ;  -22384.741353481993         26.285516414760266         26.000000000000000         4.7272974213178734E-031   0.31167771151591733     
          38    812.34948488788336        -23513.173603913216      ;  -22700.824119025332         22.195496029147836         22.000000000000000         8.5263518412283421E-032   0.26324985114932764     
          40    1037.8192611007128        -23263.461665031609      ;  -22225.642403930895         28.355915424644088         28.000000000000000         2.6766094205547313E-030   0.33619337826645812     
          40    882.52262391553370        -23431.726586316981      ;  -22549.203962401447         24.112808291438512         24.000000000000000         1.0867460781492608E-030   0.28594549089709725     
          41    962.20438473804722        -23346.944966823427      ;  -22384.740582085378         26.289920776683331         26.000000000000000         4.9338679381890618E-032   0.31172945592337320     
          39    812.31289721701660        -23513.137652061825      ;  -22700.824754844809         22.194496359032271         22.000000000000000         3.4489285995095929E-030   0.26323843430419963     
          41    1038.0650127882486        -23263.704981465660      ;  -22225.639968677413         28.362629998489872         28.000000000000000         8.0101916358220943E-031   0.33627350589217664     
          41    882.59284416576452        -23431.796674953373      ;  -22549.203830787610         24.114726890901132         24.000000000000000         3.5437174381826190E-030   0.28596877036371682     
          42    962.36496841956080        -23347.104138985447      ;  -22384.739170565885         26.294308339587829         26.000000000000000         7.1208082833967529E-031   0.31177810093718034     
          40    812.27554172222744        -23513.102980015155      ;  -22700.827438292927         22.193475709974589         22.000000000000000         2.3750243948627766E-030   0.26322085700733322     
          42    1038.3100949677269        -23263.951083679938      ;  -22225.640988712210         28.369326279638091         28.000000000000000         1.2850887759427905E-030   0.33635337526685799     
          42    882.66276182487843        -23431.866460769506      ;  -22549.203698944628         24.116637222789191         24.000000000000000         4.7572122452045733E-031   0.28599191228412674     
          43    962.52499407832931        -23347.265313081891      ;  -22384.740319003562         26.298680655862821         26.000000000000000         6.3956916965161430E-031   0.31182319072459119     
          41    812.23748662265018        -23513.064793112269      ;  -22700.827306489620         22.192435945898573         22.000000000000000         5.2178503043312660E-031   0.26321225565485673     
          43    1038.5545595550361        -23264.195928518679      ;  -22225.641368963643         28.376005686565566         28.000000000000000         1.8984779133239679E-030   0.33643478374872277     
          43    882.73243953670135        -23431.936518392380      ;  -22549.204078855677         24.118540998694584         24.000000000000000         1.1157845411666333E-030   0.28601493683599710     
          44    962.68452027955630        -23347.429187434005      ;  -22384.744667154449         26.303039325661654         26.000000000000000         1.5199160402847368E-031   0.31187223699700728     
          44    1038.7984609301611        -23264.440594324675      ;  -22225.642133394515         28.382669705074594         28.000000000000000         1.8898187579299752E-031   0.33651425955532249     
          42    812.19880203259390        -23513.027000426071      ;  -22700.828198393476         22.191378982509100         22.000000000000000         1.5452638145569147E-030   0.26320248789105083     
          44    882.80193989167435        -23432.003966957909      ;  -22549.202027066236         24.120439928750578         24.000000000000000         2.0043241434191512E-030   0.28603451238294297     
          45    962.84360552316787        -23347.588653104536      ;  -22384.745047581368         26.307385947354121         26.000000000000000         9.6523302549575288E-031   0.31192431699025125     
          45    1039.0418548310681        -23264.683856667478      ;  -22225.642001836408         28.389319858071055         28.000000000000000         2.4240980772481183E-030   0.33658746810716172     
          43    812.15955906537965        -23512.987496870235      ;  -22700.827937804854         22.190306762806646         22.000000000000000         2.5478696600547950E-030   0.26319066728400436     
          45    882.87132665261413        -23432.074757764567      ;  -22549.203431111953         24.122335755122805         24.000000000000000         5.7629639372678001E-032   0.28606118874119674     
          46    963.00230815236273        -23347.747095758124      ;  -22384.744787605763         26.311722115027809         26.000000000000000         1.4698536841401352E-030   0.31197623410008951     
          46    1039.2847962358023        -23264.926666437826      ;  -22225.641870202024         28.395957647697816         28.000000000000000         3.4849055083280481E-031   0.33666751594662581     
          44    812.11982912687279        -23512.950706552932      ;  -22700.830877426059         22.189221237784757         22.000000000000000         1.1440437323756610E-030   0.26317515877198044     
          46    882.94066436297703        -23432.145498954556      ;  -22549.204834591579         24.124230241305980         24.000000000000000         8.7985264107983531E-031   0.28608412976685510     
          47    963.16068735671934        -23347.904959290583      ;  -22384.744271933865         26.316049445895612         26.000000000000000         1.5835432573291374E-030   0.31202800713393897     
          47    1039.5273413880038        -23265.168183290727      ;  -22225.640841902725         28.402584610677081         28.000000000000000         4.5302449347719816E-031   0.33674665434160217     
          45    812.07968530285211        -23512.910046097430      ;  -22700.830360794578         22.188124404336563         22.000000000000000         5.7556017629369228E-032   0.26316301725612307     
          47    883.01001818502266        -23432.214208828653      ;  -22549.204190643632         24.126125167702138         24.000000000000000         2.5474776010520341E-031   0.28610577291285699     
          48    963.31880429947148        -23348.064096115413      ;  -22384.745291815943         26.320369611095789         26.000000000000000         3.5970697925549215E-031   0.31208008973755824     
          48    1039.7695484937663        -23265.411026381586      ;  -22225.641477887821         28.409202337350376         28.000000000000000         5.4531398645115427E-031   0.33682470496160793     
          46    812.03920191670488        -23512.867766054405      ;  -22700.828564137701         22.187018293169888         22.000000000000000         3.8894328600223410E-031   0.26315035501201345     
          48    883.07945418944144        -23432.283128798870      ;  -22549.203674609427         24.128022339534002         24.000000000000000         1.2008556936209728E-030   0.28612880372649113     
          49    963.47671963862672        -23348.221239221199      ;  -22384.744519582571         26.324684267962525         26.000000000000000         8.6161858891054199E-031   0.31213344863794534     
          49    1040.0114754530514        -23265.656405383885      ;  -22225.644929930833         28.415812409694915         28.000000000000000         3.1168732411637787E-031   0.33690360157345922     
          47    811.99845400986760        -23512.826501721003      ;  -22700.828047711137         22.185904954611512         22.000000000000000         3.0863821573743084E-031   0.26313805356587849     
          49    883.14903816089486        -23432.351300552335      ;  -22549.202262391438         24.129923554209235         24.000000000000000         5.9996596376578173E-031   0.28615184633898411     
          50    963.63449523041299        -23348.377218677299      ;  -22384.742723446885         26.328995106568488         26.000000000000000         3.2223529765654980E-030   0.31218508728679401     
